it.	14916.029382
EU.	4519.356398
us.	4159.870229
on.	2661.090371
so.	2586.541304
up.	1937.824483
this.	1680.711761
do.	1378.453165
me.	1325.485199
to.	1278.335165
all.	1019.270379
too.	1009.989638
Union.	1002.324980
that.	879.628770
is.	875.309254
aid.	855.056983
out.	668.604457
for.	557.762775
not.	548.046639
well.	403.739039
day.	393.194185
years.	352.397614
of.	347.113002
done.	311.769801
Europe.	260.393643
made.	243.019309
war.	201.390727
act.	173.925026
view.	166.699270
place.	165.148826
say.	164.004733
job.	163.454376
II.	154.792118
past.	154.476100
own.	130.262955
term.	126.503862
future.	117.914790
rights.	115.158867
WTO.	115.154653
more.	111.352738
people.	109.056478
Iraq.	100.057154
there.	99.483057
whole.	98.162821
tax.	97.455999
May.	96.063851
part.	89.753772
rules.	84.960255
euro.	77.012532
plan.	76.048991
other.	75.953517
men.	74.340835
task.	73.764175
come.	70.348080
hand.	69.412461
used.	67.450263
sea.	67.134068
good.	66.833039
USA.	64.697229
Sea.	64.207295
same.	61.754719
date.	60.774618
a.m.	60.773657
home.	59.848382
line.	57.204373
CAP.	56.482842
oil.	54.922320
form.	54.163080
money.	54.142342
about.	53.614053
matter.	52.799300
force.	52.663069
have.	51.726764
Treaty.	51.026017
ban.	50.600396
W.	50.529998
at.	49.367083
itself.	49.251505
aim.	47.637529
Bank.	47.442233
fund.	45.546115
budget.	43.668897
June.	43.424967
stage.	43.359774
clear.	42.619548
Council.	41.363041
order.	41.113578
two.	40.888192
side.	40.108961
true.	39.630290
kind.	39.552957
food.	38.243806
days.	37.593838
manner.	36.316540
costs.	35.891558
will.	35.144800
peace.	34.515207
alone.	33.994744
China.	33.717142
idea.	33.387247
B.	33.380811
terms.	32.916432
Iran.	32.149776
take.	31.341172
change.	31.202774
did.	31.166738
e.g.	30.844874
face.	30.542936
late.	29.617087
lives.	29.599199
process.	29.567562
Pact.	29.411472
exist.	28.939962
ways.	28.336231
means.	27.618012
m.	26.680415
later.	25.737603
then.	25.444842
period.	25.225866
rule.	24.805689
air.	24.554049
wrong.	24.024383
times.	24.014717
D.	22.949281
groups.	22.145663
hope.	21.915167
has.	21.656313
why.	21.503960
base.	21.384427
NATO.	21.080927
join.	20.940791
H.	20.653553
value.	20.619153
poor.	20.197581
C.	19.890847
debt.	19.243521
path.	19.078387
months.	18.934837
effect.	18.234406
July.	18.231123
NGOs.	17.709980
deal.	17.655615
risks.	17.563187
old.	17.112818
No.	16.923940
support.	16.736614
these.	16.730055
Russia.	16.725428
society.	16.711125
economy.	16.346815
facts.	16.119148
media.	15.421899
land.	15.384240
result.	15.288569
duty.	14.870672
tool.	14.781307
levels.	14.739771
scale.	14.464825
last.	14.373780
sense.	14.267220
worse.	14.255722
month.	14.182264
fuel.	14.153807
cf.	13.774504
either.	13.766039
car.	13.748426
delay.	13.673030
board.	13.662435
E.	13.595352
se.	13.475521
run.	13.201248
bad.	13.176899
K.	12.988528
markets.	12.885015
floor.	12.880581
era.	12.767662
next.	12.718268
regard.	12.697026
plans.	12.298494
court.	11.941266
Funds.	11.930399
lead.	11.781622
goals.	11.669197
U.	11.652908
party.	11.598133
CFP.	11.403477
Kosovo.	11.384147
safe.	11.370033
Summit.	11.249913
Day.	11.176706
sides.	11.112295
countries.	11.068172
nature.	10.659403
known.	10.608939
Israel.	10.579342
G.	10.467904
views.	10.415012
things.	10.332360
St.	10.309644
F.	10.154061
powers.	9.977465
Lisbon.	9.935340
regions.	9.907459
Roma.	9.677346
first.	9.636307
course.	9.533810
abuse.	9.447017
happen.	9.365540
start.	9.179290
held.	9.107415
GNP.	9.084296
votes.	8.832250
India.	8.744126
round.	8.646154
GMOs.	8.644693
hours.	8.639194
regime.	8.625464
answer.	8.614351
workers.	8.519489
type.	8.506873
taxes.	8.504279
paid.	8.500882
works.	8.473694
pass.	8.466277
proposal.	8.435439
ours.	8.413688
Policy.	8.383373
km.	8.372545
hands.	8.139975
speak.	8.138256
phase.	8.061000
fail.	8.048034
IMF.	8.022578
truth.	7.925560
bodies.	7.908518
April.	7.771333
lies.	7.759524
tasks.	7.628766
tape.	7.599396
noon.	7.574308
death.	7.547448
v.	7.487943
once.	7.453160
account.	7.437070
stop.	7.218013
raised.	7.193746
respect.	7.187729
speech.	7.096589
J.	7.078904
quickly.	7.002061
game.	6.951250
kept.	6.849085
cut.	6.841020
map.	6.834467
services.	6.822848
event.	6.759879
arms.	6.713169
b.	6.647289
banks.	6.630102
box.	6.548395
M.	6.545190
study.	6.508006
subject.	6.445050
effort.	6.440993
p.	6.352055
hard.	6.322909
Law.	6.235097
ill.	6.226213
favour.	6.114648
EDF.	6.109799
U.S.	6.054527
visa.	6.053966
fit.	6.026021
given.	5.979296
voice.	5.937611
matters.	5.892239
T.	5.883500
opinion.	5.866701
eat.	5.833703
loss.	5.804320
summit.	5.778379
success.	5.758245
gain.	5.751614
problems.	5.651513
space.	5.642487
put.	5.599339
stocks.	5.587119
leave.	5.534683
based.	5.497188
IV.	5.445769
sky.	5.424052
adopted.	5.318441
vain.	5.259857
hour.	5.208292
pillar.	5.201348
what.	5.175309
ends.	5.159181
steps.	5.133771
concern.	5.069320
CFSP.	5.064984
parties.	5.034134
detail.	4.997044
alike.	4.962311
sex.	4.949711
reports.	4.941573
policies.	4.896028
poverty.	4.850298
into.	4.786843
closed.	4.723855
reasons.	4.714793
Bay.	4.608625
forces.	4.596268
supply.	4.591015
seas.	4.527680
fields.	4.514453
duties.	4.442950
ask.	4.425394
Area.	4.394127
coin.	4.380305
position.	4.367890
status.	4.354191
spent.	4.331652
context.	4.317383
half.	4.287839
P.	4.281035
dead.	4.183498
Z.	4.145312
meet.	4.058224
GNI.	3.987667
item.	3.959414
stand.	3.955465
Affairs.	3.810635
Cyprus.	3.799847
V.	3.796583
III.	3.792901
demand.	3.783722
follow.	3.669459
lose.	3.660954
sign.	3.644144
feet.	3.623720
quotas.	3.609275
security.	3.588773
funding.	3.581663
agency.	3.572414
d.	3.542835
AIDS.	3.500816
rail.	3.465604
