al.	41147979,077160
e.g.	5197402,121302
i.e.	602879,561276
J.	502376,496344
S.E.	7360,738235
r.h.	229,027669
Sph.	229,027669
Chem.	84,254571
Ass.	67,402105
i.v.	67,402105
Fig.	67,402105
O.	33,699502
m.	33,699502
i.c.v.	30,995524
Ph.L.	24,795849
L.Ph.	24,795849
U.S.	18,596459
Tab.	18,596459
S.D.	18,596459
Sci.	18,596459
T.L.	18,596459
i.p.	18,596459
ca.	12,397354
E.	11,484977
Clin.	6,841255
Biol.	6,841255
W.	6,198534
U.	6,198534
etc.	4,560732
Res.	4,560732
i.m.	4,560732
M.W.	4,560732
T.Ch.	2,610105
nr.	2,280313
Tr.	2,280313
Am.	2,280313
Pr.	2,280313
Dr.	2,280313
Jr.	2,280313
Co.	2,280313
Natl.	1,677799
Proc.	1,677799
Acad.	1,677799
Inc.	0,838880
C.p.	0,838880
viz.	0,838880
P.H.	0,838880
eqn.	0,838880
lbs.	0,838880
Soc.	0,838880
R.H.	0,838880
C.G.	0,838880
Lab.	0,838880
J.R.	0,838880
i.t.	0,838880
m.w.	0,838880
T.P.	0,838880
B.S.	0,838880
J.M.	0,838880
C.A.	0,838880
I.V.	0,838880
C.D.	0,838880
O.D.	0,838880
C.T.	0,838880
D.A.	0,838880
Med.	0,838880
S.E.M.	0,617228
A.D.P.	0,617228
Lett.	0,308607
Febr.	0,308607
appr.	0,308607
b.wt.	0,308607
Nutr.	0,308607
Commun.	0,227065
E.E.G.	0,113530
R.A.B.	0,113530
Biochem.	0,083533
approx.	0,041765
Invest.	0,041765
Physiol.	0,015365
Pharm.D.	0,015365
O.E.R.T.C.	0,002079
Vitaminol.	0,002079
vs.	0,000000
kg.	0,000000
Biophys.	0,000000
ml.	-0,005621
Cell.	-0,025808
No.	-0,033335
P.	-0,087535
mg.	-0,111109
mm.	-0,141658
wt.	-0,163020
K.	-0,507414
e.	-0,518373
G.	-0,687193
p.	-0,976458
T.	-0,982973
II.	-1,264725
D.	-1,329565
V.	-1,397971
L.	-1,586807
i.	-1,841471
H.	-1,958005
h.	-2,083138
R.	-2,285486
B.	-3,187457
A.	-3,424299
S.	-6,305171
M.	-6,867968
C.	-8,685711
