Presbyterian-St.	16.000000
pro-U.N.F.P.	12.000000
what-will-T.	12.000000
-million-lb.	12.000000
-degrees-F.	11.000000
U.M.C.I.A.	10.000000
A.L.A.M.	8.000000
U.S.S.R.	8.000000
U.N.F.P.	8.000000
O.E.C.D.	8.000000
C.C.N.Y.	8.000000
Y.M.H.A.	8.000000
C.A.I.P.	8.000000
Y.W.C.A.	8.000000
Y.M.C.A.	8.000000
Messrs.	7.000000
ex-Mrs.	7.000000
ex-Gov.	7.000000
P.-T.A.	7.000000
Calif.	6.000000
m.p.h.	6.000000
H.M.S.	6.000000
A.M.A.	6.000000
P.D.I.	6.000000
F.D.R.	6.000000
U.S.C.	6.000000
U.S.A.	6.000000
J.D.H.	6.000000
F.B.I.	6.000000
E.G.T.	6.000000
G.O.P.	6.000000
A.A.U.	6.000000
N.Y.U.	6.000000
B.B.C.	6.000000
H.P.R.	6.000000
I.M.F.	6.000000
U.M.T.	6.000000
S.S.R.	6.000000
I.R.S.	6.000000
F.S.C.	6.000000
K.J.P.	6.000000
G.B.S.	6.000000
C.C.B.	6.000000
Penna.	6.000000
A.K.C.	6.000000
D.O.A.	6.000000
A.I.D.	6.000000
I.B.M.	6.000000
L.S.U.	6.000000
R.A.F.	6.000000
Sept.	5.000000
Figs.	5.000000
Mass.	5.000000
figs.	5.000000
Corp.	5.000000
Ariz.	5.000000
Capt.	5.000000
Prof.	5.000000
Stat.	5.000000
Atty.	5.000000
chap.	5.000000
Dept.	5.000000
Miss.	5.000000
Mmes.	5.000000
Bldg.	5.000000
Dist.	5.000000
Okla.	5.000000
Reps.	5.000000
Prop.	5.000000
Mich.	5.000000
Conn.	5.000000
Supt.	5.000000
dept.	5.000000
Sens.	5.000000
-Oct.	5.000000
Msec.	5.000000
Grev.	5.000000
Tech.	5.000000
Kans.	5.000000
Mont.	5.000000
Chmn.	5.000000
Assn.	5.000000
Cmdr.	5.000000
Spec.	5.000000
Aubr.	5.000000
Blvd.	5.000000
Lond.	5.000000
eqns.	5.000000
Shak.	5.000000
Brig.	5.000000
Mrs.	4.000000
U.S.	4.000000
Fig.	4.000000
U.N.	4.000000
p.m.	4.000000
i.e.	4.000000
e.g.	4.000000
Sen.	4.000000
Oct.	4.000000
etc.	4.000000
a.m.	4.000000
Gen.	4.000000
Rev.	4.000000
Nov.	4.000000
Aug.	4.000000
Feb.	4.000000
Jan.	4.000000
Gov.	4.000000
Inc.	4.000000
B.C.	4.000000
Dec.	4.000000
fig.	4.000000
Rep.	4.000000
D.C.	4.000000
-hr.	4.000000
Ave.	4.000000
A.M.	4.000000
A.D.	4.000000
Ill.	4.000000
N.Y.	4.000000
Fla.	4.000000
Sec.	4.000000
Col.	4.000000
P.M.	4.000000
N.C.	4.000000
O.K.	4.000000
Drs.	4.000000
S.K.	4.000000
-in.	4.000000
I.Q.	4.000000
Hon.	4.000000
Ref.	4.000000
lbs.	4.000000
dia.	4.000000
M.A.	4.000000
Ltd.	4.000000
Tex.	4.000000
Ala.	4.000000
Ore.	4.000000
D.A.	4.000000
i.d.	4.000000
-oz.	4.000000
eqn.	4.000000
Kan.	4.000000
Mar.	4.000000
A.B.	4.000000
D.W.	4.000000
-lb.	4.000000
R.H.	4.000000
Ind.	4.000000
Rte.	4.000000
Vol.	4.000000
-ft.	4.000000
B.A.	4.000000
M.P.	4.000000
H.M.	4.000000
F.R.	4.000000
T.W.	4.000000
S.C.	4.000000
sec.	4.000000
fed.	4.000000
S.S.	4.000000
K.G.	4.000000
Rul.	4.000000
viz.	4.000000
D.J.	4.000000
J.H.	4.000000
Wis.	4.000000
App.	4.000000
R.L.	4.000000
Yok.	4.000000
Jas.	4.000000
Dak.	4.000000
B.D.	4.000000
N.J.	4.000000
-mg.	4.000000
W.M.	4.000000
Del.	4.000000
B.S.	4.000000
McN.	4.000000
Gre.	4.000000
Cal.	4.000000
mEq.	4.000000
P.L.	4.000000
Maj.	4.000000
Ter.	4.000000
-kc.	4.000000
Nev.	4.000000
W.R.	4.000000
H.L.	4.000000
-hp.	4.000000
nos.	4.000000
Sha.	4.000000
var.	4.000000
E.O.	4.000000
U.s.	4.000000
USN.	4.000000
N.L.	4.000000
M.D.	4.000000
-yr.	4.000000
W.G.	4.000000
Mfg.	4.000000
K.C.	4.000000
N.M.	4.000000
seq.	4.000000
T.B.	4.000000
-ml.	4.000000
Pfc.	4.000000
E.T.	4.000000
H.W.	4.000000
W.H.	4.000000
Mts.	4.000000
Ath.	4.000000
Cir.	4.000000
Mr.	3.000000
Dr.	3.000000
St.	3.000000
Jr.	3.000000
No.	3.000000
Co.	3.000000
lb.	3.000000
vs.	3.000000
cm.	3.000000
mg.	3.000000
no.	3.000000
ft.	3.000000
mm.	3.000000
Op.	3.000000
Lt.	3.000000
cf.	3.000000
gm.	3.000000
Sr.	3.000000
Av.	3.000000
Va.	3.000000
cu.	3.000000
Pp.	3.000000
in.	3.000000
Mt.	3.000000
pp.	3.000000
Ch.	3.000000
cc.	3.000000
sq.	3.000000
Mo.	3.000000
hr.	3.000000
Rd.	3.000000
Md.	3.000000
Pa.	3.000000
oz.	3.000000
Wm.	3.000000
ca.	3.000000
Ed.	3.000000
pl.	3.000000
Eq.	3.000000
La.	3.000000
al.	3.000000
yd.	3.000000
Ry.	3.000000
mc.	3.000000
nw.	3.000000
Cf.	3.000000
Ky.	3.000000
OK.	3.000000
Ct.	3.000000
kc.	3.000000
Ga.	3.000000
Pt.	3.000000
Vs.	3.000000
ml.	3.000000
J.	2.000000
S.	2.000000
A.	2.000000
C.	2.000000
E.	2.000000
W.	2.000000
B.	2.000000
H.	2.000000
D.	2.000000
R.	2.000000
U.	2.000000
M.	2.000000
F.	2.000000
L.	2.000000
P.	2.000000
G.	2.000000
O.	2.000000
N.	2.000000
T.	2.000000
v.	2.000000
K.	2.000000
p.	2.000000
I.	2.000000
V.	2.000000
Y.	2.000000
a.	2.000000
Q.	2.000000
m.	2.000000
w.	2.000000
u.	2.000000
l.	2.000000
