Mr.	331.852754
J.	128.878630
S.	123.805575
W.	88.880321
C.	87.079248
E.	82.289582
Mrs.	78.953138
Dr.	76.986597
H.	75.876072
U.	67.718258
St.	66.046397
M.	63.052265
B.	62.270636
D.	61.653217
F.	60.561590
L.	59.253475
R.	56.778287
G.	45.147875
P.	41.522517
T.	36.511672
Jr.	30.389446
O.	26.565490
N.	25.578484
A.	24.048779
U.S.	23.700863
Co.	19.184062
v.	18.724271
K.	16.067073
V.	14.705767
p.	10.337779
No.	8.969908
etc.	8.645598
Fig.	8.496536
p.m.	7.900288
lb.	7.794799
U.N.	7.751226
Q.	7.006237
Y.	6.791500
i.e.	6.409667
vs.	5.598013
e.g.	4.769985
Sen.	4.471861
Oct.	4.173737
a.m.	4.024675
gm.	3.805181
cm.	3.736624
D.C.	3.726551
Pa.	3.670328
Av.	3.646734
mg.	3.643486
mm.	3.503189
Gen.	3.428427
Op.	3.241541
Lt.	3.241541
ft.	3.198838
Nov.	3.130303
Aug.	3.130303
Inc.	2.981241
B.C.	2.981241
Mo.	2.836348
cf.	2.836348
Sr.	2.836348
Rev.	2.835253
Feb.	2.832179
Gov.	2.832179
Jan.	2.737504
Dec.	2.534055
Va.	2.431156
fig.	2.187733
Ga.	2.025963
Pp.	2.025963
Md.	2.025963
Mt.	2.025963
Rep.	1.937806
Ave.	1.937806
cu.	1.902590
Sept.	1.846402
N.Y.	1.788744
A.M.	1.788744
Ill.	1.788744
pp.	1.620770
Ch.	1.620770
cc.	1.620770
sq.	1.620770
La.	1.499031
A.D.	1.490620
Fla.	1.341558
l.	1.281124
Rd.	1.215578
P.M.	1.192496
Sec.	1.192496
N.C.	1.192496
w.	1.101428
hr.	1.073149
Ala.	1.043434
Col.	0.894372
Tex.	0.894372
oz.	0.810385
Wm.	0.810385
ca.	0.810385
Ky.	0.810385
kc.	0.810385
pl.	0.810385
Eq.	0.810385
Drs.	0.745310
I.Q.	0.745310
S.K.	0.745310
lbs.	0.745310
Ltd.	0.745310
al.	0.726758
u.	0.697271
Hon.	0.596248
Ref.	0.596248
dia.	0.596248
M.A.	0.596248
Corp.	0.585675
Figs.	0.548369
Mass.	0.545769
figs.	0.493532
Ore.	0.447186
D.A.	0.447186
i.d.	0.447186
eqn.	0.447186
Kan.	0.447186
A.B.	0.447186
sec.	0.447186
yd.	0.405193
Ry.	0.405193
mc.	0.405193
nw.	0.405193
Cf.	0.405193
Ct.	0.405193
Pt.	0.405193
Vs.	0.405193
Mar.	0.370889
Calif.	0.342947
D.W.	0.298124
R.H.	0.298124
N.J.	0.298124
Ind.	0.298124
Rte.	0.298124
Vol.	0.298124
B.A.	0.298124
M.P.	0.298124
H.M.	0.298124
F.R.	0.298124
T.W.	0.298124
S.C.	0.298124
O.K.	0.298124
Ed.	0.283685
Ariz.	0.274184
Capt.	0.274184
Prof.	0.219347
Stat.	0.219347
Blvd.	0.219347
Atty.	0.219347
chap.	0.202999
Bldg.	0.164511
Dist.	0.164511
Okla.	0.164511
Dept.	0.164511
Mich.	0.164511
Conn.	0.164511
S.S.	0.149062
K.G.	0.149062
Rul.	0.149062
viz.	0.149062
D.J.	0.149062
J.H.	0.149062
Wis.	0.149062
R.L.	0.149062
Yok.	0.149062
Jas.	0.149062
Dak.	0.149062
B.D.	0.149062
W.M.	0.149062
B.S.	0.149062
McN.	0.149062
Gre.	0.149062
P.L.	0.149062
Maj.	0.149062
Ter.	0.149062
Nev.	0.149062
W.R.	0.149062
H.L.	0.149062
Sha.	0.149062
var.	0.149062
E.O.	0.149062
U.s.	0.149062
USN.	0.149062
N.L.	0.149062
M.D.	0.149062
W.G.	0.149062
Mfg.	0.149062
N.M.	0.149062
seq.	0.149062
T.B.	0.149062
Pfc.	0.149062
E.T.	0.149062
H.W.	0.149062
W.H.	0.149062
Mts.	0.149062
Ath.	0.149062
Cir.	0.149062
m.p.h.	0.121040
App.	0.114552
Cal.	0.114552
mEq.	0.114552
nos.	0.114552
Reps.	0.109674
Prop.	0.109674
Mont.	0.109674
Assn.	0.109674
Supt.	0.109674
dept.	0.109674
U.S.A.	0.080693
Mmes.	0.076109
ml.	0.068897
H.M.S.	0.060520
A.M.A.	0.060520
P.D.I.	0.060520
F.D.R.	0.060520
fed.	0.056613
Sens.	0.054837
Msec.	0.054837
Grev.	0.054837
Kans.	0.054837
Chmn.	0.054837
Cmdr.	0.054837
Spec.	0.054837
Aubr.	0.054837
Lond.	0.054837
eqns.	0.054837
Shak.	0.054837
Brig.	0.054837
Tech.	0.050718
U.S.C.	0.040347
J.D.H.	0.040347
F.B.I.	0.040347
E.G.T.	0.040347
I.R.S.	0.040347
A.L.A.M.	0.035492
Del.	0.029678
G.O.P.	0.020173
A.A.U.	0.020173
N.Y.U.	0.020173
B.B.C.	0.020173
H.P.R.	0.020173
I.M.F.	0.020173
U.M.T.	0.020173
S.S.R.	0.020173
F.S.C.	0.020173
K.J.P.	0.020173
C.C.B.	0.020173
Penna.	0.020173
A.K.C.	0.020173
D.O.A.	0.020173
A.I.D.	0.020173
I.B.M.	0.020173
L.S.U.	0.020173
R.A.F.	0.020173
Messrs.	0.020125
U.S.S.R.	0.019111
ex-Mrs.	0.014843
U.N.F.P.	0.013651
O.E.C.D.	0.013651
ex-Gov.	0.007421
P.-T.A.	0.007421
C.C.N.Y.	0.002730
Y.M.H.A.	0.002730
C.A.I.P.	0.002730
Y.W.C.A.	0.002730
Y.M.C.A.	0.002730
U.M.C.I.A.	0.001108
pro-U.N.F.P.	0.000050
what-will-T.	0.000050
Presbyterian-St.	0.000001
Miss.	-0.071208
no.	-4.040999
a.	-8.254572
I.	-17.339437
in.	-25.402471
