Mr.	15544.398516
Mrs.	10035.612065
Dr.	3604.028591
St.	3091.799137
U.S.	3015.915490
J.	2176.807867
S.	1910.835313
W.	1475.314754
Jr.	1422.489970
a.	1165.017908
E.	1153.900243
H.	1113.860558
etc.	1100.041433
Fig.	1081.074191
U.	1064.805640
p.m.	1005.205578
U.N.	986.238514
L.	931.697098
M.	909.447563
in.	897.972363
C.	889.308018
Co.	870.121454
i.e.	815.536527
F.	802.768656
D.	746.924148
R.	683.008864
G.	663.772500
Sept.	624.472655
B.	619.486854
e.g.	606.904665
Sen.	568.972060
Oct.	531.039597
a.m.	512.073418
D.C.	474.141168
P.	451.780251
Gen.	436.209059
Nov.	398.277092
Aug.	398.277092
Inc.	379.311162
B.C.	379.311162
Feb.	360.345267
Gov.	360.345267
T.	340.418245
Jan.	322.418201
v.	322.413584
Dec.	322.413584
Calif.	322.413584
O.	309.738271
lb.	300.509537
fig.	264.830430
Rev.	263.691108
N.	260.574131
Rep.	246.550642
Ave.	246.550642
A.L.A.M.	246.550642
N.Y.	227.584996
A.M.	227.584996
Ill.	227.584996
vs.	218.320422
I.	201.540975
K.	199.205400
A.D.	189.653809
Figs.	189.653809
Corp.	189.405653
Av.	170.688268
Fla.	170.688268
figs.	170.688268
gm.	154.729338
P.M.	151.722763
Sec.	151.722763
N.C.	151.722763
Op.	151.722763
Lt.	151.722763
V.	138.773735
Mo.	132.757294
U.S.S.R.	132.757294
Ala.	132.757294
cf.	132.757294
Sr.	132.757294
Mass.	127.120563
mm.	119.857579
Col.	113.791860
Va.	113.791860
m.p.h.	113.791860
Tex.	113.791860
ft.	112.695606
mg.	111.694830
cm.	102.109870
No.	99.264897
Pa.	97.118273
Drs.	94.826461
I.Q.	94.826461
Ariz.	94.826461
U.N.F.P.	94.826461
S.K.	94.826461
Ga.	94.826461
lbs.	94.826461
O.E.C.D.	94.826461
Ltd.	94.826461
Pp.	94.826461
Md.	94.826461
Capt.	94.826461
Mt.	94.826461
Y.	88.777779
cu.	77.364235
U.S.A.	75.861098
pp.	75.861098
Prof.	75.861098
Hon.	75.861098
Stat.	75.861098
Ch.	75.861098
cc.	75.861098
sq.	75.861098
Ref.	75.861098
dia.	75.861098
M.A.	75.861098
Blvd.	75.861098
Atty.	75.861098
p.	73.651901
chap.	59.099472
H.M.S.	56.895770
A.M.A.	56.895770
Bldg.	56.895770
Dist.	56.895770
Okla.	56.895770
Rd.	56.895770
Ore.	56.895770
P.D.I.	56.895770
F.D.R.	56.895770
D.A.	56.895770
i.d.	56.895770
Dept.	56.895770
Mich.	56.895770
eqn.	56.895770
Kan.	56.895770
Conn.	56.895770
A.B.	56.895770
sec.	56.895770
U.M.C.I.A.	56.895770
no.	56.413705
Messrs.	41.185043
A.	39.510794
Q.	39.086962
D.W.	37.930478
U.S.C.	37.930478
oz.	37.930478
R.H.	37.930478
N.J.	37.930478
Ind.	37.930478
Rte.	37.930478
Reps.	37.930478
Wm.	37.930478
ca.	37.930478
Ky.	37.930478
Prop.	37.930478
Vol.	37.930478
ex-Mrs.	37.930478
J.D.H.	37.930478
Mont.	37.930478
B.A.	37.930478
Assn.	37.930478
F.B.I.	37.930478
M.P.	37.930478
kc.	37.930478
E.G.T.	37.930478
I.R.S.	37.930478
H.M.	37.930478
Supt.	37.930478
F.R.	37.930478
T.W.	37.930478
S.C.	37.930478
pl.	37.930478
Eq.	37.930478
dept.	37.930478
O.K.	37.930478
Mar.	31.779695
hr.	22.729951
G.O.P.	18.965221
Sens.	18.965221
S.S.	18.965221
K.G.	18.965221
C.C.N.Y.	18.965221
Rul.	18.965221
viz.	18.965221
yd.	18.965221
Msec.	18.965221
Ry.	18.965221
D.J.	18.965221
J.H.	18.965221
Wis.	18.965221
A.A.U.	18.965221
N.Y.U.	18.965221
R.L.	18.965221
Yok.	18.965221
Jas.	18.965221
pro-U.N.F.P.	18.965221
Dak.	18.965221
B.D.	18.965221
mc.	18.965221
B.B.C.	18.965221
w.	18.965221
Y.M.H.A.	18.965221
W.M.	18.965221
nw.	18.965221
Grev.	18.965221
H.P.R.	18.965221
B.S.	18.965221
Cf.	18.965221
C.A.I.P.	18.965221
McN.	18.965221
Gre.	18.965221
ex-Gov.	18.965221
Kans.	18.965221
P.L.	18.965221
Maj.	18.965221
I.M.F.	18.965221
what-will-T.	18.965221
Chmn.	18.965221
Y.W.C.A.	18.965221
Ter.	18.965221
U.M.T.	18.965221
Nev.	18.965221
Cmdr.	18.965221
W.R.	18.965221
H.L.	18.965221
Spec.	18.965221
Ct.	18.965221
S.S.R.	18.965221
Aubr.	18.965221
Sha.	18.965221
var.	18.965221
Pt.	18.965221
E.O.	18.965221
Vs.	18.965221
F.S.C.	18.965221
U.s.	18.965221
K.J.P.	18.965221
USN.	18.965221
C.C.B.	18.965221
N.L.	18.965221
M.D.	18.965221
Penna.	18.965221
W.G.	18.965221
Mfg.	18.965221
A.K.C.	18.965221
Lond.	18.965221
N.M.	18.965221
seq.	18.965221
Presbyterian-St.	18.965221
Y.M.C.A.	18.965221
D.O.A.	18.965221
P.-T.A.	18.965221
T.B.	18.965221
eqns.	18.965221
A.I.D.	18.965221
Shak.	18.965221
I.B.M.	18.965221
Pfc.	18.965221
E.T.	18.965221
H.W.	18.965221
W.H.	18.965221
Mts.	18.965221
L.S.U.	18.965221
Ath.	18.965221
Cir.	18.965221
Brig.	18.965221
R.A.F.	18.965221
La.	18.894863
al.	13.127170
Mmes.	12.867132
App.	8.508981
Cal.	8.508981
mEq.	8.508981
nos.	8.508981
l.	8.168482
u.	5.058718
Tech.	4.723583
Miss.	2.746735
Ed.	2.532436
fed.	0.459193
Del.	0.385278
ml.	0.278778
OK.	0.158185
