más.	989.313868
él.	904.382342
etc.	717.461279
sí.	519.274759
ello.	473.961626
así.	390.913158
II.	348.449332
OMC.	314.415314
eso.	211.699475
esto.	211.077565
mundo.	209.356107
bien.	190.713528
es.	187.230993
euro.	178.656380
aquí.	171.930277
vez.	131.818200
ACP.	116.094041
social.	115.655700
D.	114.533607
mí.	98.552527
Dr.	97.189343
futuro.	92.519513
tipo.	87.928802
PAC.	84.931470
de.	78.813127
plazo.	77.659401
mismo.	77.306773
mar.	75.710652
I.	72.973888
días.	72.892196
hacer.	68.182789
B.	62.959545
Sres.	58.631633
ONG.	57.976760
allí.	56.322149
XXI.	56.025282
C.	54.535731
mes.	53.666256
hecho.	52.673797
W.	52.116966
zona.	52.065916
todo.	49.724505
cosas.	49.233571
gas.	48.909431
debate.	48.717642
Lisboa.	48.265031
civil.	48.143783
otros.	47.638273
sector.	47.636497
voz.	47.070229
Consejo.	45.464753
sur.	44.876522
punto.	44.433952
agua.	44.139781
ayuda.	44.044136
ecus.	41.753779
final.	41.020044
salud.	40.970312
niños.	38.630742
Irán.	37.409253
Europeo.	35.420969
Cámara.	35.224765
europeo.	35.114053
OTAN.	34.596962
cabo.	34.251071
Unidos.	33.478525
mesa.	33.424117
miembros.	33.249493
Comisión.	33.100522
ver.	32.677944
China.	32.190997
alto.	31.608269
paso.	31.354755
E.	31.218152
UU.	30.982534
voto.	30.962277
núms.	30.902291
crisis.	30.322637
poco.	29.902035
EE.	29.815361
vigor.	28.253147
humanos.	27.757544
único.	27.253537
marco.	27.230567
obra.	26.492600
uso.	25.524489
qué.	25.476983
pasado.	25.431090
claro.	24.749917
p.	24.406616
asilo.	24.303221
texto.	24.204959
OMG.	24.199133
plan.	23.595451
Vd.	22.727042
actual.	22.301595
dinero.	21.201827
nuevo.	21.130609
área.	20.854179
mucho.	20.845030
vista.	20.641248
razón.	20.344168
H.	20.057843
junio.	20.029258
idea.	19.951726
Unidas.	19.733945
CIG.	19.544703
a.	19.225795
justo.	19.006544
campo.	18.911598
M.	18.529479
hijos.	18.452610
fondo.	18.280961
otras.	17.997841
general.	17.966638
peor.	17.621057
mayor.	17.417752
eficaz.	16.785178
km.	16.683722
mercado.	16.672654
casos.	16.468647
este.	16.448578
K.	16.297236
base.	16.292629
enero.	16.024693
rural.	15.870032
J.	15.683355
G.	15.630572
allá.	15.568421
una.	15.433777
hay.	15.097105
F.	15.012808
poder.	14.380360
pilar.	13.826443
Pleno.	13.781488
Kosovo.	13.687310
global.	13.410427
nunca.	13.287445
hace.	13.281042
está.	13.013989
ir.	12.932838
temas.	12.882249
pago.	12.747526
lado.	12.462726
